"valA";"valB";"valC";"valD";"dateA";"dtA";"dtB";"dtC";"dtD";"dtE";"dtF";"dateB";"dtG";"dtH";"dtI";"dtJ";"valE";"valF";"valG";"valH";"valI";"valJ";"valH";"valI";"valJ";"valK";"valL";"valM";"valN";"valO";"calc_DtBmDtA";"calc_DtCmDtB";"calc_DtDmDtC";"calc_DtFmDtD";"calc_DtHmDtG";"calc_DtImDtG";"calc_DtJmDtG";"calc_DtImDtH";"calc_DtJmDtI"
869.6;3173.7;1044.8;1451.9;"1981-06-21";"1981-06-21 14:15:00";"1981-06-21 14:45:00";"1981-06-21 15:45:00";"1981-06-21 16:15:00";"1981-06-21 16:20:00";"1981-06-21 20:35:00";"1981-06-28";"1981-06-28 04:45:00";"1981-06-28 04:50:00";"1981-06-28 05:22:00";"1981-06-28 08:50:00";68.6;21.1;3038.9;33.7;1.5;6.8;26.2;6.0;1857.5;73.5;80.5;82.8;31.3;29.5;30;60;30;260;5;37;245;32;208
898.0;3273.7;1001.8;1440.9;"1981-06-22";"1981-06-22 06:37:00";"1981-06-22 07:03:00";"1981-06-22 08:03:00";"1981-06-22 08:30:00";"1981-06-22 06:38:00";"1981-06-22 11:20:00";"1981-06-28";"1981-06-28 11:39:00";"1981-06-28 12:02:00";"1981-06-28 12:33:00";"1981-06-28 16:14:00";64.8;21.1;3135.2;33.7;1.5;6.8;26.2;6.0;2050.5;71.0;80.5;81.9;61.3;29.5;26;60;27;170;23;54;275;31;221
983.2;3573.7;1088.4;1532.9;"1981-06-28";"1981-06-28 06:05:00";"1981-06-28 06:32:00";"1981-06-28 07:37:00";"1981-06-28 07:55:00";"1981-06-28 07:50:00";"1981-06-28 12:35:00";"1981-07-04";"1981-07-04 13:05:00";"1981-07-04 13:24:00";"1981-07-04 13:55:00";"1981-07-04 17:50:00";68.0;21.1;3424.1;33.7;1.6;6.8;26.2;6.0;1957.5;72.6;80.5;82.1;31.3;29.5;27;65;18;280;19;50;285;31;235
756.0;2773.7;621.4;905.9;"1981-07-04";"1981-07-04 06:43:00";"1981-07-04 07:10:00";"1981-07-04 08:10:00";"1981-07-04 08:25:00";"1981-07-04 08:50:00";"1981-07-04 12:44:00";"1981-07-10";"1981-07-10 13:00:00";"1981-07-10 13:25:00";"1981-07-10 13:56:00";"1981-07-10 16:10:00";64.8;21.1;2653.6;33.7;1.3;6.7;25.7;6.0;1857.5;69.1;78.5;78.0;31.3;29.5;27;60;15;259;25;56;190;31;134
841.2;3073.7;678.3;974.9;"1981-07-04";"1981-07-04 14:20:00";"1981-07-04 14:50:00";"1981-07-04 15:50:00";"1981-07-04 16:05:00";"1981-07-04 15:40:00";"1981-07-04 19:30:00";"1981-07-11";"1981-07-11 06:12:00";"1981-07-11 06:35:00";"1981-07-11 07:09:00";"1981-07-11 09:50:00";63.8;21.1;2942.6;33.7;1.4;6.8;26.2;6.0;1957.5;70.3;78.0;79.3;31.3;29.5;30;60;15;205;23;57;218;34;161
727.6;2673.7;533.3;775.9;"1981-07-05";"1981-07-05 06:52:00";"1981-07-05 07:18:00";"1981-07-05 08:18:00";"1981-07-05 08:35:00";"1981-07-05 08:34:00";"1981-07-05 12:30:00";"1981-07-11";"1981-07-11 13:06:00";"1981-07-11 13:26:00";"1981-07-11 13:57:00";"1981-07-11 16:02:00";65.8;21.1;2557.3;33.7;1.2;6.8;26.2;6.0;2050.5;68.8;78.0;76.9;61.3;29.5;26;60;17;235;20;51;176;31;125
983.2;3573.7;936.9;1318.9;"1981-07-05";"1981-07-05 14:15:00";"1981-07-05 14:45:00";"1981-07-05 15:50:00";"1981-07-05 16:15:00";"1981-07-05 15:00:00";"1981-07-05 20:05:00";"1981-07-12";"1981-07-12 06:18:00";"1981-07-12 06:39:00";"1981-07-12 07:10:00";"1981-07-12 10:45:00";65.8;21.1;3424.1;33.7;1.6;6.7;25.7;6.0;2050.5;72.4;78.0;81.0;61.3;29.5;30;65;25;230;21;52;267;31;215
983.2;3573.7;933.8;1321.9;"1981-07-05";"1981-07-05 14:36:00";"1981-07-05 15:01:00";"1981-07-05 16:01:00";"1981-07-05 16:45:00";"1981-07-05 14:35:00";"1981-07-05 19:25:00";"1981-07-18";"1981-07-18 06:15:00";"1981-07-18 06:45:00";"1981-07-18 07:20:00";"1981-07-18 10:43:00";67.8;21.1;3424.1;33.7;1.6;6.7;25.7;6.0;2050.5;72.0;80.5;81.7;61.3;29.5;25;60;44;160;30;65;268;35;203
841.2;3073.7;886.3;1254.9;"1981-07-06";"1981-07-06 10:10:00";"1981-07-06 10:36:00";"1981-07-06 11:38:00";"1981-07-06 11:50:00";"1981-07-06 13:55:00";"1981-07-06 19:22:00";"1981-07-13";"1981-07-13 06:25:00";"1981-07-13 06:41:00";"1981-07-13 07:13:00";"1981-07-13 10:25:00";67.8;21.1;2942.6;33.7;1.4;6.8;26.2;6.0;1857.5;71.9;80.5;81.1;31.3;29.5;26;62;12;452;16;48;240;32;192
670.8;2473.7;633.0;904.9;"1981-07-07";"1981-07-07 06:18:00";"1981-07-07 06:43:00";"1981-07-07 07:43:00";"1981-07-07 08:00:00";"1981-07-07 08:35:00";"1981-07-07 12:15:00";"1981-07-13";"1981-07-13 13:25:00";"1981-07-13 13:44:00";"1981-07-13 14:17:00";"1981-07-13 16:33:00";63.8;21.1;2364.7;33.7;1.2;6.8;26.2;6.0;2050.5;70.5;80.5;20.9;61.3;29.5;25;60;17;255;19;52;188;33;136
983.2;3573.7;965.4;1361.9;"1981-07-12";"1981-07-12 14:55:00";"1981-07-12 15:22:00";"1981-07-12 16:22:00";"1981-07-12 16:40:00";"1981-07-12 14:10:00";"1981-07-12 18:50:00";"1981-07-19";"1981-07-19 05:50:00";"1981-07-19 06:15:00";"1981-07-19 06:55:00";"1981-07-19 23:00:00";67.8;21.1;3424.1;33.7;1.6;6.7;25.7;6.0;2050.5;72.3;80.5;81.8;61.3;29.5;27;60;18;130;25;65;1030;40;965
812.8;2973.7;846.0;1192.9;"1981-07-13";"1981-07-13 08:00:00";"1981-07-13 08:30:00";"1981-07-13 09:30:00";"1981-07-13 09:45:00";"1981-07-13 08:05:00";"1981-07-13 11:47:00";"1981-07-19";"1981-07-19 13:05:00";"1981-07-19 13:20:00";"1981-07-19 13:50:00";"1981-07-19 16:40:00";68.8;21.1;2846.3;33.7;1.4;6.7;25.7;6.0;2050.5;72.1;80.5;81.3;61.3;29.5;30;60;15;122;15;45;215;30;170
954.8;3473.7;695.6;961.9;"1981-07-13";"1981-07-13 14:23:00";"1981-07-13 14:49:00";"1981-07-13 15:49:00";"1981-07-13 16:15:00";"1981-07-13 14:00:00";"1981-07-13 18:30:00";"1981-07-20";"1981-07-20 06:00:00";"1981-07-20 06:25:00";"1981-07-20 07:15:00";"1981-07-20 09:43:00";65.8;21.1;3327.8;33.7;1.6;6.7;25.7;6.0;2050.5;73.1;80.5;81.4;66.3;29.5;26;60;26;135;25;75;223;50;148
983.2;3573.7;977.6;1131.9;"1981-07-19";"1981-07-19 10:45:00";"1981-07-19 11:11:00";"1981-07-19 12:11:00";"1981-07-19 12:30:00";"1981-07-19 14:00:00";"1981-07-19 18:50:00";"1981-07-21";"1981-07-21 05:50:00";"1981-07-21 06:15:00";"1981-07-21 07:00:00";"1981-07-21 13:08:00";68.8;21.1;3424.1;33.7;1.6;6.8;26.2;6.0;2057.5;87.9;80.5;94.2;31.3;29.5;26;60;19;380;25;70;438;45;368
784.4;2873.7;1107.0;1550.9;"1981-08-01";"1981-08-01 07:40:00";"1981-08-01 08:08:00";"1981-08-01 09:08:00";"1981-08-01 09:53:00";"1981-08-01 11:10:00";"1981-08-01 17:15:00";"1981-08-07";"1981-08-07 18:00:00";"1981-08-07 19:17:00";"1981-08-07 19:47:00";"1981-08-07 23:30:00";71.8;23.1;2749.9;33.7;1.3;6.8;26.2;6.0;1757.5;73.0;81.0;83.9;31.3;29.5;28;60;45;442;77;107;330;30;223
983.2;3573.7;1025.6;1450.9;"1981-08-02";"1981-08-02 07:10:00";"1981-08-02 07:40:00";"1981-08-02 08:40:00";"1981-08-02 09:00:00";"1981-08-02 08:55:00";"1981-08-02 13:37:00";"1981-08-08";"1981-08-08 14:00:00";"1981-08-08 14:22:00";"1981-08-08 14:55:00";"1981-08-08 18:37:00";69.8;24.1;3424.1;33.7;1.6;6.8;26.2;6.0;1957.5;72.2;80.0;81.6;31.3;29.5;30;60;20;277;22;55;277;33;222
983.2;3573.7;943.7;1343.9;"1981-08-02";"1981-08-02 09:45:00";"1981-08-02 10:15:00";"1981-08-02 11:15:00";"1981-08-02 11:55:00";"1981-08-02 16:10:00";"1981-08-02 21:10:00";"1981-08-09";"1981-08-09 06:20:00";"1981-08-09 06:42:00";"1981-08-09 07:14:00";"1981-08-09 10:45:00";71.8;23.1;3424.1;33.7;1.6;6.8;26.2;6.0;2057.5;71.6;80.0;81.5;31.3;29.5;30;60;40;555;22;54;265;32;211
699.2;2573.7;544.7;789.9;"1981-08-03";"1981-08-03 07:30:00";"1981-08-03 07:55:00";"1981-08-03 08:55:00";"1981-08-03 09:15:00";"1981-08-03 09:05:00";"1981-08-03 12:43:00";"1981-08-09";"1981-08-09 14:00:00";"1981-08-09 14:24:00";"1981-08-09 14:54:00";"1981-08-09 16:58:00";69.8;23.1;2461.0;33.7;1.2;6.8;26.2;6.0;1857.5;69.1;80.0;77.4;31.3;29.5;25;60;20;208;24;54;178;30;124
1011.6;3673.7;1024.9;1451.9;"1981-08-03";"1981-08-03 10:15:00";"1981-08-03 10:50:00";"1981-08-03 11:50:00";"1981-08-03 12:40:00";"1981-08-03 15:20:00";"1981-08-03 20:27:00";"1981-08-10";"1981-08-10 07:00:00";"1981-08-10 07:20:00";"1981-08-10 07:53:00";"1981-08-10 11:00:00";72.8;23.1;3520.4;33.7;1.7;6.8;25.7;6.0;2057.5;72.1;79.5;81.4;31.3;29.5;35;60;50;467;20;53;240;33;187
784.4;2873.7;676.2;975.9;"1981-08-04";"1981-08-04 07:15:00";"1981-08-04 07:45:00";"1981-08-04 08:45:00";"1981-08-04 09:30:00";"1981-08-04 08:20:00";"1981-08-04 13:40:00";"1981-08-10";"1981-08-10 15:00:00";"1981-08-10 15:24:00";"1981-08-10 15:59:00";"1981-08-10 18:28:00";71.8;24.1;2749.9;33.7;1.3;6.7;25.7;6.0;2050.5;70.0;81.0;78.0;71.3;29.5;30;60;45;250;24;59;208;35;149
1011.6;3673.7;983.5;1391.9;"1981-08-04";"1981-08-04 10:00:00";"1981-08-04 10:25:00";"1981-08-04 11:25:00";"1981-08-04 11:45:00";"1981-08-04 16:15:00";"1981-08-04 21:10:00";"1981-08-11";"1981-08-11 06:50:00";"1981-08-11 07:15:00";"1981-08-11 07:48:00";"1981-08-11 11:05:00";71.8;24.1;3520.4;33.7;1.7;6.7;25.7;6.0;1957.5;72.1;80.5;81.4;31.3;29.5;25;60;20;565;25;58;255;33;197
699.2;2573.7;630.6;903.9;"1981-08-08";"1981-08-08 07:50:00";"1981-08-08 08:20:00";"1981-08-08 09:20:00";"1981-08-08 10:00:00";"1981-08-08 09:20:00";"1981-08-08 14:30:00";"1981-08-14";"1981-08-14 14:30:00";"1981-08-14 15:00:00";"1981-08-14 15:32:00";"1981-08-14 17:45:00";64.8;21.1;2461.0;33.7;1.2;6.7;25.7;6.0;2050.5;70.3;80.3;79.2;61.3;29.5;30;60;40;270;30;62;195;32;133
1011.6;3673.7;575.2;799.9;"1981-08-09";"1981-08-09 15:18:00";"1981-08-09 15:44:00";"1981-08-09 16:44:00";"1981-08-09 17:00:00";"1981-08-09 17:24:00";"1981-08-09 21:43:00";"1981-08-15";"1981-08-15 06:44:00";"1981-08-15 07:04:00";"1981-08-15 08:20:00";"1981-08-15 10:26:00";67.8;21.1;3520.4;33.7;1.7;6.7;25.7;6.0;2050.5;72.2;80.5;79.9;66.5;29.5;26;60;16;283;20;96;222;76;126
983.2;3573.7;1234.0;1729.9;"1981-08-09";"1981-08-09 07:50:00";"1981-08-09 08:20:00";"1981-08-09 09:20:00";"1981-08-09 10:50:00";"1981-08-09 08:10:00";"1981-08-09 13:34:00";"1981-08-15";"1981-08-15 15:00:00";"1981-08-15 15:26:00";"1981-08-15 16:05:00";"1981-08-15 20:10:00";67.8;21.1;3424.1;33.7;1.6;6.8;28.2;6.0;2157.5;73.1;80.5;82.2;31.3;29.5;30;60;90;164;26;65;310;39;245
1040.0;3773.7;1196.1;1675.9;"1981-08-09";"1981-08-09 16:23:00";"1981-08-09 16:50:00";"1981-08-09 17:50:00";"1981-08-09 18:10:00";"1981-08-09 16:15:00";"1981-08-09 21:15:00";"1981-08-16";"1981-08-16 06:00:00";"1981-08-16 06:21:00";"1981-08-16 06:52:00";"1981-08-16 11:06:00";65.8;23.1;3616.7;33.7;1.7;6.8;28.2;6.0;2157.5;73.1;81.0;82.4;31.3;29.5;27;60;20;185;21;52;306;31;254
869.6;3173.7;815.7;1173.9;"1981-08-10";"1981-08-10 08:05:00";"1981-08-10 08:25:00";"1981-08-10 09:30:00";"1981-08-10 10:18:00";"1981-08-10 08:40:00";"1981-08-10 12:55:00";"1981-08-16";"1981-08-16 15:45:00";"1981-08-16 16:08:00";"1981-08-16 16:40:00";"1981-08-16 17:30:00";64.8;21.1;3038.9;33.7;1.5;6.8;27.9;6.0;2057.5;70.6;80.0;79.4;31.3;29.5;20;65;48;157;23;55;105;32;50
983.2;3573.7;1093.0;1543.9;"1981-08-10";"1981-08-10 16:03:00";"1981-08-10 16:24:00";"1981-08-10 17:24:00";"1981-08-10 17:45:00";"1981-08-10 15:30:00";"1981-08-10 20:30:00";"1981-08-17";"1981-08-17 05:42:00";"1981-08-17 06:06:00";"1981-08-17 06:38:00";"1981-08-17 10:27:00";67.8;23.1;3424.1;33.7;1.6;6.8;27.9;6.0;2050.5;72.4;80.5;12.9;61.3;29.5;21;60;21;165;24;56;285;32;229
812.8;2973.7;667.7;961.9;"1981-08-15";"1981-08-15 07:03:00";"1981-08-15 07:29:00";"1981-08-15 08:29:00";"1981-08-15 09:25:00";"1981-08-15 09:05:00";"1981-08-15 13:17:00";"1981-08-21";"1981-08-21 13:35:00";"1981-08-21 14:03:00";"1981-08-21 14:38:00";"1981-08-21 17:20:00";68.8;25.6;2846.3;33.7;1.4;6.8;27.8;6.0;1957.5;70.1;80.5;79.4;31.3;29.5;26;60;56;232;28;63;225;35;162
983.2;3573.7;1160.5;1631.9;"1981-08-16";"1981-08-16 07:07:00";"1981-08-16 07:33:00";"1981-08-16 08:33:00";"1981-08-16 09:30:00";"1981-08-16 08:10:00";"1981-08-16 13:05:00";"1981-08-22";"1981-08-22 14:20:00";"1981-08-22 14:39:00";"1981-08-22 15:12:00";"1981-08-22 19:15:00";66.8;21.1;3424.1;33.7;1.6;6.8;27.8;6.0;2057.5;72.8;80.5;82.3;31.3;29.5;26;60;57;215;19;52;295;33;243
1011.6;3673.7;1100.1;1551.9;"1981-08-17";"1981-08-17 07:00:00";"1981-08-17 07:26:00";"1981-08-17 08:26:00";"1981-08-17 08:50:00";"1981-08-17 08:20:00";"1981-08-17 13:18:00";"1981-08-23";"1981-08-23 14:32:00";"1981-08-23 14:55:00";"1981-08-23 15:32:00";"1981-08-23 19:26:00";67.8;23.1;3520.4;33.7;1.7;6.8;27.9;6.0;2057.5;72.5;80.5;81.8;31.3;29.5;26;60;24;268;23;60;294;37;234
1011.6;3673.7;1015.3;1435.9;"1981-08-17";"1981-08-17 15:30:00";"1981-08-17 16:00:00";"1981-08-17 17:00:00";"1981-08-17 17:21:00";"1981-08-17 15:55:00";"1981-08-17 21:05:00";"1981-08-24";"1981-08-24 06:45:00";"1981-08-24 07:07:00";"1981-08-24 07:42:00";"1981-08-24 11:15:00";66.8;23.1;3520.4;33.7;1.7;6.8;27.5;6.0;2157.5;72.2;80.5;81.7;31.3;29.5;30;60;21;224;22;57;270;35;213
983.2;3573.7;1080.6;1523.9;"1981-08-18";"1981-08-18 09:55:00";"1981-08-18 10:20:00";"1981-08-18 11:20:00";"1981-08-18 11:45:00";"1981-08-18 08:10:00";"1981-08-18 13:05:00";"1981-08-24";"1981-08-24 13:51:00";"1981-08-24 14:13:00";"1981-08-24 14:43:00";"1981-08-24 18:23:00";66.8;23.1;3424.1;33.7;1.6;6.8;29.1;6.0;2057.5;72.5;80.5;81.9;31.3;29.5;25;60;25;80;22;52;272;30;220
699.2;2573.7;475.3;690.9;"1981-08-29";"1981-08-29 08:15:00";"1981-08-29 08:40:00";"1981-08-29 09:40:00";"1981-08-29 10:20:00";"1981-08-29 09:20:00";"1981-08-29 13:07:00";"1981-09-04";"1981-09-04 13:20:00";"1981-09-04 13:46:00";"1981-09-04 14:27:00";"1981-09-04 16:26:00";65.8;23.1;2461.0;33.7;1.2;6.8;27.8;6.0;1857.5;68.5;78.0;77.9;31.3;29.5;25;60;40;167;26;67;186;41;119
983.2;3573.7;1020.9;1439.9;"1981-08-29";"1981-08-29 17:24:00";"1981-08-29 17:49:00";"1981-08-29 18:50:00";"1981-08-29 19:15:00";"1981-08-29 16:40:00";"1981-08-29 21:55:00";"1981-09-05";"1981-09-05 06:58:00";"1981-09-05 07:15:00";"1981-09-05 07:51:00";"1981-09-05 11:15:00";65.0;21.1;3424.1;33.7;1.6;6.8;27.2;6.0;2057.5;72.4;80.5;82.0;31.3;29.5;25;61;25;160;17;53;257;36;204
983.2;3573.7;993.8;1408.9;"1981-08-30";"1981-08-30 07:00:00";"1981-08-30 07:25:00";"1981-08-30 08:25:00";"1981-08-30 08:45:00";"1981-08-30 08:20:00";"1981-08-30 13:10:00";"1981-09-05";"1981-09-05 13:26:00";"1981-09-05 13:48:00";"1981-09-05 14:20:00";"1981-09-05 17:57:00";65.8;23.1;3424.1;33.7;1.6;6.8;26.2;6.0;2050.5;72.0;80.5;81.2;61.3;29.5;25;60;20;265;22;54;271;32;217
869.6;3173.7;788.5;1141.9;"1981-08-30";"1981-08-30 11:23:00";"1981-08-30 11:49:00";"1981-08-30 12:49:00";"1981-08-30 13:15:00";"1981-08-30 15:50:00";"1981-08-30 20:05:00";"1981-09-06";"1981-09-06 06:58:00";"1981-09-06 07:15:00";"1981-09-06 07:50:00";"1981-09-06 10:50:00";62.8;21.1;3038.9;33.7;1.5;6.8;26.2;6.0;2057.5;70.1;80.5;80.1;31.3;29.5;26;60;26;410;17;52;232;35;180
983.2;3573.7;997.9;1422.9;"1981-08-31";"1981-08-31 18:00:00";"1981-08-31 18:30:00";"1981-08-31 19:30:00";"1981-08-31 19:55:00";"1981-08-31 15:40:00";"1981-08-31 20:55:00";"1981-09-07";"1981-09-07 07:03:00";"1981-09-07 07:20:00";"1981-09-07 07:53:00";"1981-09-07 11:20:00";64.8;20.6;3424.1;33.7;1.6;6.8;27.7;6.0;2057.5;71.6;80.5;81.3;31.3;29.5;30;60;25;60;17;50;257;33;207
983.2;3573.7;1065.8;1508.9;"1981-09-01";"1981-09-01 07:50:00";"1981-09-01 08:20:00";"1981-09-01 09:20:00";"1981-09-01 09:40:00";"1981-09-01 08:10:00";"1981-09-01 13:20:00";"1981-09-07";"1981-09-07 13:42:00";"1981-09-07 14:06:00";"1981-09-07 14:36:00";"1981-09-07 18:23:00";66.8;21.1;3424.1;33.7;1.6;6.8;28.1;6.0;2157.5;72.2;80.5;81.4;31.3;29.5;30;60;20;220;24;54;281;30;227
1011.6;3673.7;918.9;1320.9;"1981-09-01";"1981-09-01 10:40:00";"1981-09-01 11:10:00";"1981-09-01 12:10:00";"1981-09-01 13:30:00";"1981-09-01 16:00:00";"1981-09-01 21:32:00";"1981-09-08";"1981-09-08 06:40:00";"1981-09-08 06:58:00";"1981-09-08 07:28:00";"1981-09-08 10:52:00";64.8;21.1;3520.4;33.7;1.7;6.8;28.1;6.0;2157.5;70.9;80.5;80.7;31.3;29.5;30;60;80;482;18;48;252;30;204
926.4;3373.7;709.5;1013.9;"1981-09-05";"1981-09-05 08:10:00";"1981-09-05 08:40:00";"1981-09-05 09:40:00";"1981-09-05 10:20:00";"1981-09-05 08:30:00";"1981-09-05 13:50:00";"1981-09-11";"1981-09-11 13:58:00";"1981-09-11 14:29:00";"1981-09-11 14:55:00";"1981-09-11 17:40:00";68.0;23.1;3231.5;33.7;1.5;6.8;24.9;6.0;2257.5;70.8;78.0;78.6;31.3;29.5;30;60;40;210;31;57;222;26;165
1011.6;3673.7;1114.7;1581.9;"1981-09-05";"1981-09-05 15:13:00";"1981-09-05 15:40:00";"1981-09-05 16:40:00";"1981-09-05 17:00:00";"1981-09-05 16:30:00";"1981-09-05 20:55:00";"1981-09-12";"1981-09-12 06:26:00";"1981-09-12 06:52:00";"1981-09-12 07:23:00";"1981-09-12 11:20:00";65.8;22.1;3520.4;33.7;1.7;6.7;27.6;6.0;2157.5;72.1;80.5;81.4;31.3;29.5;27;60;20;235;26;57;294;31;237
1011.6;3673.7;1027.0;1456.9;"1981-09-06";"1981-09-06 07:58:00";"1981-09-06 08:27:00";"1981-09-06 09:30:00";"1981-09-06 10:10:00";"1981-09-06 07:40:00";"1981-09-06 12:28:00";"1981-09-12";"1981-09-12 13:51:00";"1981-09-12 14:10:00";"1981-09-12 14:41:00";"1981-09-12 18:13:00";65.8;22.7;3520.4;33.7;1.7;6.7;26.2;6.0;2157.5;72.0;80.5;80.7;31.3;29.5;29;63;40;138;19;50;262;31;212
1011.6;3673.7;993.8;1414.9;"1981-09-06";"1981-09-06 15:23:00";"1981-09-06 15:48:00";"1981-09-06 16:48:00";"1981-09-06 17:15:00";"1981-09-06 14:50:00";"1981-09-06 19:29:00";"1981-09-13";"1981-09-13 05:35:00";"1981-09-13 06:00:00";"1981-09-13 06:30:00";"1981-09-13 10:45:00";66.8;21.1;3520.4;33.7;1.7;6.7;27.8;6.0;2050.5;71.7;80.5;81.4;61.3;29.5;25;60;27;134;25;55;310;30;255
898.0;3273.7;865.5;1236.9;"1981-09-07";"1981-09-07 08:23:00";"1981-09-07 08:49:00";"1981-09-07 09:50:00";"1981-09-07 10:30:00";"1981-09-07 08:00:00";"1981-09-07 12:23:00";"1981-09-13";"1981-09-13 13:10:00";"1981-09-13 13:28:00";"1981-09-13 13:58:00";"1981-09-13 16:50:00";66.5;21.1;3135.2;33.7;1.5;6.7;28.7;6.0;2057.5;71.2;80.5;79.9;31.3;29.5;26;61;40;113;18;48;220;30;172
983.2;3573.7;993.1;1411.9;"1981-09-08";"1981-09-08 11:10:00";"1981-09-08 11:45:00";"1981-09-08 12:45:00";"1981-09-08 13:00:00";"1981-09-08 14:55:00";"1981-09-08 19:38:00";"1981-09-15";"1981-09-15 05:30:00";"1981-09-15 05:55:00";"1981-09-15 06:25:00";"1981-09-15 09:47:00";66.8;21.2;3424.1;33.7;1.6;6.7;28.8;6.0;2157.5;71.8;80.5;81.0;31.3;29.5;35;60;15;398;25;55;257;30;202
812.8;2973.7;658.6;946.9;"1981-09-12";"1981-09-12 06:57:00";"1981-09-12 07:23:00";"1981-09-12 08:23:00";"1981-09-12 08:50:00";"1981-09-12 09:10:00";"1981-09-12 12:57:00";"1981-09-18";"1981-09-18 13:28:00";"1981-09-18 13:59:00";"1981-09-18 14:35:00";"1981-09-18 16:56:00";64.8;23.1;2846.3;33.7;1.4;6.8;27.1;6.0;2057.5;70.2;80.0;79.1;31.3;29.5;26;60;27;247;31;67;208;36;141
1011.6;3673.7;942.7;1332.9;"1981-09-12";"1981-09-12 14:57:00";"1981-09-12 15:30:00";"1981-09-12 16:30:00";"1981-09-12 16:53:00";"1981-09-12 16:15:00";"1981-09-12 21:15:00";"1981-09-19";"1981-09-19 06:24:00";"1981-09-19 06:45:00";"1981-09-19 07:13:00";"1981-09-19 10:50:00";64.8;21.4;3520.4;33.7;1.7;6.8;29.5;4.8;2057.5;72.1;80.5;79.9;31.3;29.5;33;60;23;262;21;49;266;28;217
841.2;3073.7;739.5;1071.9;"1981-09-13";"1981-09-13 06:38:00";"1981-09-13 07:04:00";"1981-09-13 08:04:00";"1981-09-13 08:30:00";"1981-09-13 08:55:00";"1981-09-13 12:55:00";"1981-09-19";"1981-09-19 13:26:00";"1981-09-19 13:49:00";"1981-09-19 14:19:00";"1981-09-19 16:58:00";66.8;23.1;2942.6;33.7;1.4;6.8;27.2;4.3;1957.5;69.9;80.5;78.9;31.3;29.5;26;60;26;265;23;53;212;30;159
1011.6;3673.7;1004.0;1435.9;"1981-09-13";"1981-09-13 15:05:00";"1981-09-13 15:35:00";"1981-09-13 16:40:00";"1981-09-13 17:00:00";"1981-09-13 15:40:00";"1981-09-13 20:35:00";"1981-09-20";"1981-09-20 06:20:00";"1981-09-20 06:39:00";"1981-09-20 07:07:00";"1981-09-20 10:50:00";64.8;21.0;3520.4;33.7;1.7;6.8;27.6;6.0;2057.5;71.4;80.5;80.9;31.3;29.5;30;65;20;215;19;47;270;28;223
983.2;3573.7;910.9;1297.9;"1981-09-14";"1981-09-14 14:00:00";"1981-09-14 14:30:00";"1981-09-14 15:40:00";"1981-09-14 16:30:00";"1981-09-14 15:30:00";"1981-09-14 20:05:00";"1981-09-21";"1981-09-21 06:25:00";"1981-09-21 06:42:00";"1981-09-21 07:11:00";"1981-09-21 10:40:00";64.8;21.5;3424.1;33.7;1.6;6.8;28.1;4.4;2057.5;71.5;80.5;80.6;31.3;29.5;30;70;50;215;17;46;255;29;209
841.2;3073.7;728.8;1052.9;"1981-09-15";"1981-09-15 07:03:00";"1981-09-15 07:29:00";"1981-09-15 08:29:00";"1981-09-15 08:50:00";"1981-09-15 08:50:00";"1981-09-15 12:56:00";"1981-09-21";"1981-09-21 13:11:00";"1981-09-21 13:33:00";"1981-09-21 14:03:00";"1981-09-21 16:45:00";64.8;21.1;2942.6;33.7;1.4;6.8;27.3;4.3;1957.5;70.1;80.0;78.9;31.3;29.5;26;60;21;246;22;52;214;30;162
1011.6;3673.7;949.3;1353.9;"1981-09-15";"1981-09-15 10:15:00";"1981-09-15 10:40:00";"1981-09-15 11:40:00";"1981-09-15 11:59:00";"1981-09-15 15:25:00";"1981-09-15 20:10:00";"1981-09-22";"1981-09-22 06:25:00";"1981-09-22 06:45:00";"1981-09-22 07:09:00";"1981-09-22 10:50:00";67.8;21.4;3520.4;33.7;1.7;6.8;28.1;6.0;1957.5;71.5;80.5;80.7;31.3;29.5;25;60;19;491;20;44;265;24;221
983.2;3573.7;1073.1;1525.9;"1981-09-19";"1981-09-19 07:50:00";"1981-09-19 08:25:00";"1981-09-19 09:25:00";"1981-09-19 10:13:00";"1981-09-19 08:50:00";"1981-09-19 13:20:00";"1981-09-25";"1981-09-25 13:30:00";"1981-09-25 13:57:00";"1981-09-25 14:24:00";"1981-09-25 18:00:00";67.3;22.3;3424.1;33.7;1.6;6.7;30.0;5.5;2057.5;71.9;80.5;81.6;31.3;29.5;35;60;48;187;27;54;270;27;216
1011.6;3673.7;1047.7;1486.9;"1981-09-19";"1981-09-19 14:40:00";"1981-09-19 15:06:00";"1981-09-19 16:06:00";"1981-09-19 16:25:00";"1981-09-19 15:45:00";"1981-09-19 20:40:00";"1981-09-26";"1981-09-26 06:00:00";"1981-09-26 06:25:00";"1981-09-26 06:55:00";"1981-09-26 10:35:00";66.8;22.1;3520.4;33.7;1.7;6.9;27.9;4.8;2050.5;72.0;80.5;81.2;61.3;29.5;26;60;19;255;25;55;275;30;220
